priority_rank,priority_score,school,focus_track,focus_rows,missing_total,max_missing_in_row,rows_with_note_in_name,rows_not_marked_latest,sample_to_verify,official_guide_link,suggested_action
133,36,茨城県立医療大学,mixed,1,7,7,0,1,茨城県立医療大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,一般選抜のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
134,36,藤田医科大学,mixed,1,7,7,0,1,藤田医科大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,http://一般入試のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
135,36,西南学院大学,mixed,1,7,7,0,1,西南学院大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,http://文系のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
136,36,金沢美術工芸大学,mixed,1,7,7,0,1,金沢美術工芸大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,芸術のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
137,36,釧路公立大学,mixed,1,7,7,0,1,釧路公立大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,一般選抜のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
138,36,長岡造形大学,mixed,1,7,7,0,1,長岡造形大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,芸術のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
139,36,長野大学,mixed,1,7,7,0,1,長野大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,文系のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
140,36,長野県看護大学,mixed,1,7,7,0,1,長野県看護大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,一般選抜のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
141,36,関西医科大学,mixed,1,7,7,0,1,関西医科大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,http://一般入試のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
142,36,関西外国語大学,mixed,1,7,7,0,1,関西外国語大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,http://文系のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
143,36,青森公立大学,mixed,1,7,7,0,1,青森公立大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,一般選抜のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
144,36,青森県立保健大学,mixed,1,7,7,0,1,青森県立保健大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,一般選抜のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
145,36,静岡県立大学,mixed,1,7,7,0,1,静岡県立大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,＜8月上旬　公開予定＞,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
146,36,香川県立保健医療大学,mixed,1,7,7,0,1,香川県立保健医療大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,郵送必要,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
147,36,高知大学,mixed,1,7,7,0,1,高知大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://nyusi.kochi-u.jp/nyushi/admissions,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
148,36,高知工科大学,mixed,1,7,7,0,1,高知工科大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,留学生なし,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
149,35,国士舘大学,mixed,2,7,7,0,0,国士舘大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 理工学部 -> no_key_missing,https://www.kokushikan.ac.jp/admission/undergraduate/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
150,35,国際教養大学,bunka_first,1,7,7,0,0,国際教養大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://admission.aiu.ac.jp/ug_admission/international_april/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
151,35,大東文化大学,bunka_first,1,7,7,0,0,大東文化大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.daito.ac.jp/cross/news/details_00640.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
152,35,奈良教育大学,bunka_first,1,7,7,0,0,奈良教育大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.nara-edu.ac.jp/admissions/claiml.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
153,35,工学院大学,mixed,5,7,7,0,0,工学院大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 工学院大学先進工学部 -> no_key_missing || 工学院大学工学部 -> no_key_missing,https://www.kogakuin.ac.jp/admissions/requirement/method/other/foreign.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
154,35,帝京大学,mixed,3,7,7,0,0,帝京大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 理工学部A方式 -> no_key_missing || 理工学部Ｂ方式 -> no_key_missing,https://www.teikyo-u.ac.jp/applicants/download#04,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
155,35,愛知工業大学,mixed,3,7,7,0,0,愛知工業大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 工学部 -> no_key_missing || 情報科学部 -> no_key_missing,https://www.ait.ac.jp/examinee/pamphlet/guidelines/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
156,35,愛知教育大学,bunka_first,1,7,7,0,0,愛知教育大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.aichi-edu.ac.jp/exam/entrance/faculty.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
157,35,文教大学,bunka_first,1,7,7,0,0,文教大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.bunkyo.ac.jp/admission/overview/download/download_special/index.php,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
158,35,明星大学,mixed,4,7,7,0,0,明星大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || データサイエンス学部 -> no_key_missing || 情報学部 -> no_key_missing,https://www.meisei-u.ac.jp/admission/outline/international.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
159,35,明治学院大学,mixed,2,7,7,0,0,明治学院大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 情報数理学部 -> no_key_missing,http://文系のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
160,35,昭和女子大学,mixed,3,7,7,0,0,昭和女子大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 環境デザイン学部 -> no_key_missing || 食健康科学部 -> no_key_missing,https://www.swu.ac.jp/admission/exam/o_student.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
161,35,東北芸術工科大学,mixed,2,7,7,0,0,東北芸術工科大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || デザイン工学部 -> no_key_missing,https://www.tuad.ac.jp/adm/information/dept/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
162,35,武蔵野大学,mixed,3,7,7,0,0,武蔵野大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || データサイエンス学部 -> no_key_missing || 工学部 -> no_key_missing,https://www.musashino-u.ac.jp/admission/download/international_students.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
163,35,神戸学院大学,mixed,3,7,7,0,0,神戸学院大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 栄養学部 -> no_key_missing || 薬学部 -> no_key_missing,https://www.kobegakuin.ac.jp/admission/01information/info/admissions/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
164,35,芝浦工業大学,mixed,5,7,7,0,0,芝浦工業大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 芝浦工業大学システム理工学部 -> no_key_missing || 芝浦工業大学デザイン工学部 -> no_key_missing,https://www.shibaura-it.ac.jp/examinee/undergraduate/exam_special/foreigner.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
165,35,高崎経済大学,bunka_first,1,7,7,0,0,高崎経済大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.tcue.ac.jp/leafpage/312.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
166,33,日本女子大学,mixed,5,7,6,0,0,日本女子大学 -> 具体学部PDF | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 日本女子大学理学部 -> EJU必要科目 || 日本女子大学理学部化学生命科 -> no_key_missing,https://www.jwu.ac.jp/unv/admission/exam/foreign.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
167,33,豊橋技術科学大学,mixed,2,7,6,0,0,豊橋技術科学大学 -> 具体学部PDF | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 豊橋技術科学大学工学部 -> 第二次选考/校内考/面试 内容,https://www.tut.ac.jp/exam/entrance/collect.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
168,32,中京大学,mixed,2,6,6,1,0,中京大学 -> 具体学部PDF | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 工学部 -> no_key_missing,https://nc.chukyo-u.ac.jp/nyushi/net_shutugan/shorui/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
169,32,成蹊大学,mixed,2,6,6,1,0,成蹊大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 成蹊大学理工学部 -> no_key_missing,https://www.seikei.ac.jp/university/s-net/admissions/others.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
170,31,一橋大学,mixed,1,6,6,0,1,一橋大学 -> 具体学部PDF | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://juken.hit-u.ac.jp/admission/info/guidelines/index.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
171,31,成城大学,mixed,1,6,6,0,1,成城大学 -> 具体学部PDF | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,http://一般選抜のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
172,31,東京外国語大学,mixed,1,6,6,0,1,東京外国語大学 -> 具体学部PDF | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.tufs.ac.jp/admission/exam/guideline/intl-students-1.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
173,31,獨協大学,mixed,1,6,6,0,1,獨協大学 -> 具体学部PDF | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,http://文系のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
174,31,玉川大学,mixed,1,6,6,0,1,玉川大学 -> 具体学部PDF | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,http://外国人入試なし,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
175,31,聖路加国際大学,bunka_first,1,6,6,0,1,聖路加国際大学 -> 具体学部PDF | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,http://外国人修士のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
176,31,豊田工業大学,mixed,1,6,6,0,1,豊田工業大学 -> 具体学部PDF | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,http://外国政府派遣留学生特別選抜のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
177,30,中部大学,mixed,5,6,6,0,0,中部大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 工学部 -> no_key_missing || 応用生学部 -> no_key_missing,https://www.chubu.ac.jp/admissions/entrance-exams/guide/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
178,30,九州工業大学,mixed,1,6,6,0,0,九州工業大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.kyutech.ac.jp/examination/gs-expense.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
179,30,九州歯科大学,mixed,1,6,6,0,0,九州歯科大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.kyu-dent.ac.jp/admissions/departments/application,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
180,30,京都府立大学,mixed,1,6,6,0,0,京都府立大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.kpu.ac.jp/admissions/exam/guide/foreigner/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
181,30,公立諏訪東京理科大学,mixed,1,6,6,0,0,公立諏訪東京理科大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.sus.ac.jp/admissions/under_graduate/gaikokujin/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
182,30,前橋工科大学,mixed,1,6,6,0,0,前橋工科大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.maebashi-it.ac.jp/exam/post_393.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
183,30,北九州市立大学,mixed,1,6,6,0,0,北九州市立大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,募集要項、11月中旬に公開,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
184,30,北海道教育大学,bunka_first,1,6,6,0,0,北海道教育大学 -> 具体学部PDF | 是否招收留学生 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,芸術のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
185,30,千葉工業大学,mixed,6,6,6,0,0,千葉工業大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 先進工学部 -> no_key_missing || 創造工学部 -> no_key_missing,https://it-chiba.com/nyushi/system/spe/foreigner/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
186,30,国際基督教大学,bunka_first,1,6,6,0,0,国際基督教大学 -> 具体学部PDF | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.icu.ac.jp/admissions/undergraduate/exam/eju/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
187,30,埼玉大学,mixed,1,6,6,0,0,埼玉大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.saitama-u.ac.jp/entrance/requirements/index.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
188,30,大分大学,mixed,1,6,6,0,0,大分大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.oita-u.ac.jp/06nyushi/gakubu/gakubu-tokubetsu04.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
189,30,大分県立看護科学大学,mixed,1,6,6,0,0,大分県立看護科学大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.oita-nhs.ac.jp/site/examination/documents.html#gsc.tab=0,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
190,30,大和大学,mixed,4,6,6,0,0,大和大学 -> 具体学部PDF | 是否招收留学生 | EJU必要科目 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 保健医療学部 -> no_key_missing || 情報学部 -> no_key_missing,https://www.yamato-u.ac.jp/admissions/abroad/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
191,30,大阪経済大学,bunka_first,1,6,6,0,0,大阪経済大学 -> 具体学部PDF | 是否招收留学生 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,http://文系のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
192,30,奈良女子大学,mixed,1,6,6,0,0,奈良女子大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.nara-wu.ac.jp/nyusi/sihiryugakuseiyoko.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
193,30,宮城大学,mixed,1,6,6,0,0,宮城大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.myu.ac.jp/admissions/request/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
194,30,宮崎大学,mixed,1,6,6,0,0,宮崎大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.miyazaki-u.ac.jp/exam/department-exam/selection.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
195,30,富山県立大学,mixed,1,6,6,0,0,富山県立大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.pu-toyama.ac.jp/admissions/faculty_exam/requirements/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
196,30,小樽商科大学,bunka_first,1,6,6,0,0,小樽商科大学 -> 具体学部PDF | 是否招收留学生 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,文系のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
197,30,山梨大学,mixed,1,6,6,0,0,山梨大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.yamanashi.ac.jp/admission/291,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
198,30,山陽小野田市立山口東京理科大学,mixed,1,6,6,0,0,山陽小野田市立山口東京理科大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.socu.ac.jp/examinee/department-entrance.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
199,30,岩手大学,mixed,1,6,6,0,0,岩手大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.iwate-u.ac.jp/admission/undergraduate/info.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
200,30,岩手県立大学,mixed,1,6,6,0,0,岩手県立大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.iwate-pu.ac.jp/examination/Exam_FormDL.html#4_shihi <募集要项无法打开>,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
201,30,帝京平成大学,bunka_first,1,6,6,0,0,人文社会学部 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.thu.ac.jp/exam/guidelines,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
202,30,広島市立大学,mixed,1,6,6,0,0,広島市立大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.hiroshima-cu.ac.jp/guide/category0001/content0046/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
203,30,弘前大学,mixed,1,6,6,0,0,弘前大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://nyushi.hirosaki-u.ac.jp/faculty/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
204,30,愛知大学,mixed,1,6,6,0,0,愛知大学 -> 具体学部PDF | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,http://文系のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
