priority_rank,priority_score,school,focus_track,focus_rows,missing_total,max_missing_in_row,rows_with_note_in_name,rows_not_marked_latest,sample_to_verify,official_guide_link,suggested_action
205,30,愛知県立大学,mixed,1,6,6,0,0,愛知県立大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.aichi-pu.ac.jp/prospective/undergraduate/guide.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
206,30,新潟県立大学,mixed,1,6,6,0,0,新潟県立大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.unii.ac.jp/admissions/essential-point/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
207,30,旭川医科大学,mixed,1,6,6,0,0,旭川医科大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.asahikawa-med.ac.jp/admission/exam/faculty_app_guidebook/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
208,30,札幌医科大学,mixed,1,6,6,0,0,札幌医科大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://web.sapmed.ac.jp/jp/public/exam/l0re8300000000g8.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
209,30,札幌市立大学,mixed,1,6,6,0,0,札幌市立大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.scu.ac.jp/special-admission/design/info/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
210,30,東京女子大学,mixed,3,6,6,0,0,東京女子大学 -> 具体学部PDF | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 東京女子大学現代教養学部 -> no_key_missing || 東京女子大学現代教養学部情報数理科学科 -> no_key_missing,https://www.twcu.ac.jp/main/admissions/dept-info/international.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
211,30,東京家政大学,mixed,3,6,6,0,0,東京家政大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 健康科学部 -> no_key_missing || 栄養学部 -> no_key_missing,https://www.tokyo-kasei.ac.jp/admission/2024.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
212,30,東京海洋大学,mixed,1,6,6,0,0,東京海洋大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.kaiyodai.ac.jp/entranceexamination/undergraduate/requirements/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
213,30,滋賀県立大学,mixed,1,6,6,0,0,滋賀県立大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.usp.ac.jp/nyushi/senbatsuyoukou/tokubetu/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
214,30,県立広島大学,mixed,1,6,6,0,0,県立広島大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.pu-hiroshima.ac.jp/site/undergraduate-selection/boshuyoukou.html#gaikokujin,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
215,30,石川県立大学,mixed,1,6,6,0,0,石川県立大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.ishikawa-pu.ac.jp/admission/faculty_admission/faculty_2024/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
216,30,福井県立大学,mixed,1,6,6,0,0,福井県立大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.fpu.ac.jp/news/d000000zzzzw.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
217,30,福岡女子大学,mixed,1,6,6,0,0,福岡女子大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,募集要項、7月に公開,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
218,30,福岡教育大学,bunka_first,1,6,6,0,0,福岡教育大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.fukuoka-edu.ac.jp/admissions/information/abroad.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
219,30,福島大学,mixed,1,6,6,0,0,福島大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://nyushi.adb.fukushima-u.ac.jp/yoko.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
220,30,福島県立医科大学,mixed,1,6,6,0,0,福島県立医科大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.fmu.ac.jp/univ/nyugaku/nyusi.html#youkou,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
221,30,秋田県立大学,mixed,1,6,6,0,0,秋田県立大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.akita-pu.ac.jp/event2/e-gakubu/e-gakubu2024/8326,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
222,30,追手門学院大学,mixed,2,6,6,0,0,追手門学院大学 -> 具体学部PDF | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 地域創造学部 -> no_key_missing,https://nyushi.otemon.ac.jp/admission/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
223,30,都留文科大学,bunka_first,1,6,6,0,0,都留文科大学 -> 具体学部PDF | 是否招收留学生 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,文系のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
224,30,長崎県立大学,mixed,1,6,6,0,0,長崎県立大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://sun.ac.jp/examination/department/admissions/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
225,30,長野県立大学,mixed,1,6,6,0,0,長野県立大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.u-nagano.ac.jp/admissions/overview/tokubetsu/ryugakusei/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
226,30,電気通信大学,mixed,1,6,6,0,0,電気通信大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.uec.ac.jp/education/undergraduate/admission/senbatsu_type.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
227,30,静岡文化芸術大学,bunka_first,1,6,6,0,0,静岡文化芸術大学 -> 具体学部PDF | 是否招收留学生 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,芸術のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
228,30,香川大学,mixed,1,6,6,0,0,香川大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.kagawa-u.ac.jp/admission/admission_guide/241/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
229,30,高知県立大学,mixed,1,6,6,0,0,高知県立大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.u-kochi.ac.jp/site/nyushi/guide.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
230,30,鹿屋体育大学,mixed,1,6,6,0,0,鹿屋体育大学 -> 是否招收留学生 | EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.nifs-k.ac.jp/admission/faculty/exam/foreign-student/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
231,27,名古屋大学,mixed,5,7,3,0,0,名古屋大学 -> 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 名古屋大学医学部 -> 第二次选考/校内考/面试 内容 || 名古屋大学情報学部 -> 第二次选考/校内考/面试 内容,https://www.nagoya-u.ac.jp/admissions/exam/us-exam/cat2/index.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
232,27,名城大学,mixed,5,7,3,0,0,名城大学 -> EJU必要科目 | 是否需要英语成绩 | 第二次选考/校内考/面试 内容 || 情報工学部 -> 第二次选考/校内考/面试 内容 || 理工学部 -> 第二次选考/校内考/面试 内容,https://www.meijo-u.ac.jp/admissions/doc/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
233,26,大阪大学,mixed,10,6,2,2,0,大阪大学_理学部 -> EJU必要科目 | 第二次选考/校内考/面试 内容 || 大阪大学医学部 -> 第二次选考/校内考/面试 内容 || 大阪大学医学部保健学科 -> EJU必要科目,https://www.osaka-u.ac.jp/ja/admissions/faculty/expense/index2.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
234,26,東京大学,mixed,2,6,4,0,0,東京大学 -> 具体学部PDF | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 理科各種 -> EJU必要科目 | 第二次选考/校内考/面试 内容,https://www.u-tokyo.ac.jp/ja/admissions/undergraduate/e01_02_04.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
235,25,名古屋工業大学,mixed,6,7,2,0,0,名古屋工業大学 -> EJU必要科目 | 第二次选考/校内考/面试 内容 || 名古屋工業大学工学部情報工学科 -> 第二次选考/校内考/面试 内容 || 名古屋工業大学工学部物理工学科 -> 第二次选考/校内考/面试 内容,https://www.nitech.ac.jp/examination/gakubu/request.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
236,25,東京学芸大学,bunka_first,1,5,5,0,0,文系のみ -> EJU必要科目 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.u-gakugei.ac.jp/nyushi/gakubu/guidebook.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
237,25,法政大学,bunka_first,1,5,5,0,0,法政大学 -> 具体学部PDF | EJU必要科目 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.guide.52school.com/guidance/net-hosei-tokubetsu/gid/?_ga=2.155593147.1882903549.1714625516-102588070.1714625516,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
238,25,熊本県立大学,bunka_first,1,5,5,0,0,熊本県立大学総合管理学部 -> 是否招收留学生 | 是否需要英语成绩 | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容,https://www.pu-kumamoto.ac.jp/examination/special-selection/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
239,24,佐賀大学,mixed,4,6,3,0,0,佐賀大学 -> 具体学部PDF | EJU必要科目 | 第二次选考/校内考/面试 内容 || 佐賀大学医学部医学科 -> 第二次选考/校内考/面试 内容 || 佐賀大学理工学部 -> 第二次选考/校内考/面试 内容,https://www.sao.saga-u.ac.jp/gakubu/shihiryuugaku.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
240,22,京都工芸繊維大学,mixed,5,6,2,0,0,京都工芸繊維大学 -> EJU必要科目 | 第二次选考/校内考/面试 内容 || 京都工芸繊維大学デザイン科学域 -> 第二次选考/校内考/面试 内容 || 京都工芸繊維大学応用生物学域 -> 第二次选考/校内考/面试 内容,https://www.kit.ac.jp/test_index/school_news/type_abroad/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
241,21,和歌山大学,mixed,3,5,3,0,0,和歌山大学 -> 具体学部PDF | EJU必要科目 | 第二次选考/校内考/面试 内容 || 和歌山大学システム工学部 -> 第二次选考/校内考/面试 内容 || 和歌山大学観光学部 -> 第二次选考/校内考/面试 内容,https://www.wakayama-u.ac.jp/admission/faculty/invitation/index.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
242,20,早稲田大学,bunka_first,7,6,1,0,0,早稲田大学人間科学部人間情報科学科 -> 第二次选考/校内考/面试 内容 || 早稲田大学人間科学部人間環境科学科 -> 第二次选考/校内考/面试 内容 || 早稲田大学人間科学部健康福祉科学科 -> 第二次选考/校内考/面试 内容,https://www.waseda.jp/inst/admission/assets/uploads/2025/04/adb3945f9c43c494b7b9a92f05959908.pdf,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
243,20,京都大学,mixed,2,4,4,0,0,京都大学 -> 具体学部PDF | 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 工学部 -> no_key_missing,https://www.kyoto-u.ac.jp/ja/international/students1/study1/undergraduate,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
244,19,秋田大学,bunka_first,4,5,2,0,0,秋田大学総合環境理工学部 -> EJU必要科目 | 第二次选考/校内考/面试 内容 || 秋田大学総合環境理工学部应用化学 生物学科 -> 第二次选考/校内考/面试 内容 || 秋田大学総合環境理工学部環境数物科学科 -> 第二次选考/校内考/面试 内容,https://www.akita-u.ac.jp/admission/eventa/item_pro4_689.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
245,16,宇都宮大学,bunka_first,2,4,2,0,0,宇都宮大学地域デザイン科学部社会基盤デザイン学科 -> EJU必要科目 | 第二次选考/校内考/面试 内容 || 宇都宮大学農学部エコロジカル社会経済学科 -> EJU必要科目 | 第二次选考/校内考/面试 内容,https://www.utsunomiya-u.ac.jp/admission/special.php,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
246,15,明治大学,bunka_first,3,3,3,0,0,明治大学総合数理学部 -> 出愿开始日期 | 出愿结束日期 | 第二次选考/校内考/面试 内容 || 明治大学情報コミュニケーション学部 -> no_key_missing || 明治大学農学部食料環境政策学科 -> no_key_missing,https://www.meiji.ac.jp/cip/prospective/admission_exams/undergraduate.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
247,12,東洋大学,bunka_first,14,0,0,6,0,東洋大学福祉社会デザイン学部 -> no_key_missing || 東洋大学福祉社会デザイン学部 -> no_key_missing || 東洋大学福祉社会デザイン学部人間環境デザイン学科 -> no_key_missing,https://www.toyo.ac.jp/nyushi/admission/admission-data/international-student/japan/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
248,10,中央大学,bunka_first,3,2,2,0,0,中央大学理工学部A方式人間総合理工学科 -> EJU必要科目 | 第二次选考/校内考/面试 内容 || 中央大学国際経営A方式 -> no_key_missing || 中央大学国際経営A方式国際経営学科 -> no_key_missing,https://www.chuo-u.ac.jp/connect/admission/special/guide/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
249,10,名古屋市立大学,bunka_first,1,2,2,0,0,名古屋市立大学総合生命理学部 -> 是否需要英语成绩 | 第二次选考/校内考/面试 内容,https://www.nagoya-cu.ac.jp/admissions/undergraduate/guide/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
250,10,名桜大学,bunka_first,1,2,2,0,0,名桜大学国際学部 -> EJU必要科目 | 第二次选考/校内考/面试 内容,https://www.meio-u.ac.jp/admission/exam/guide/undergraduate/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
251,8,徳島大学,bunka_first,2,2,1,0,0,徳島大学医学部保健学科看護学専攻 -> 第二次选考/校内考/面试 内容 || 徳島大学総合科学部 -> 第二次选考/校内考/面试 内容,https://www.tokushima-u.ac.jp/admission/admission/senbatsuyoko.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
252,5,上智大学,bunka_first,2,1,1,0,0,上智大学総合人間科学学部 -> EJU必要科目 || 上智大学総合人間科学学部看護学科 -> no_key_missing,https://adm.sophia.ac.jp/jpn/gakubu_tokubetsu_ad/gaikokujin/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
253,5,九州大学,bunka_first,1,1,1,0,0,九州大学医学部保健学科看护専攻 -> 第二次选考/校内考/面试 内容,https://www.kyushu-u.ac.jp/ja/admission/faculty/selection,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
254,5,北海道大学,bunka_first,1,1,1,0,0,北海道大学水産学部 -> 第二次选考/校内考/面试 内容,https://www.hokudai.ac.jp/admission/faculty/intl-private/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
255,5,島根大学,bunka_first,1,1,1,0,0,島根大学総合理工学部 -> 第二次选考/校内考/面试 内容,https://www.shimane-u.ac.jp/nyushi/information/application/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
256,5,甲南大学,bunka_first,1,1,1,0,0,物理学科 -> 第二次选考/校内考/面试 内容,https://ch.konan-u.ac.jp/admission/application/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
257,5,茨城大学,bunka_first,1,1,1,0,0,茨城大学農学部 -> 第二次选考/校内考/面试 内容,https://www.ibaraki.ac.jp/guidance/application/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
258,5,鳥取大学,bunka_first,1,1,1,0,0,鳥取大学医学科保健学科 -> 第二次选考/校内考/面试 内容,https://www.admissions.adm.tottori-u.ac.jp/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
259,0,上越教育大学,bunka_first,1,0,0,0,0,上越教育大学 -> no_key_missing,一般選抜のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
260,0,京都教育大学,bunka_first,1,0,0,0,0,京都教育大学 -> no_key_missing,留学生なし,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
261,0,兵庫教育大学,bunka_first,1,0,0,0,0,兵庫教育大学 -> no_key_missing,留学生なし,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
262,0,大妻女子大学,bunka_first,1,0,0,0,0,社会情報学部 -> no_key_missing,https://www.otsuma.ac.jp/admissions/undergraduate-outline/other/#target02,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
263,0,大阪教育大学,bunka_first,4,0,0,0,0,大阪教育大学教育協働学科イノベーション専攻数理環境安全科学コース -> no_key_missing || 大阪教育大学教育協働学科コミュニティ支援専攻スポーツ健康コース -> no_key_missing || 大阪教育大学教育協働学科教育イノベーション専攻数理・知能情報コース -> no_key_missing,https://osaka-kyoiku.ac.jp/admission/department/gakubu_shihiryu.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
264,0,学習院大学,bunka_first,7,0,0,0,0,学習院大学文学部 -> no_key_missing || 学習院大学文学部史学科 -> no_key_missing || 学習院大学文学部哲学科 -> no_key_missing,https://www.univ.gakushuin.ac.jp/admissions/faculty-exam/international-student/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
265,0,宮城教育大学,bunka_first,1,0,0,0,0,宮城教育大学 -> no_key_missing,一般選抜のみ,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
266,0,慶應義塾大学,bunka_first,2,0,0,0,0,慶應義塾大学環境情報学部 -> no_key_missing || 慶應義塾大学総合政策学部 -> no_key_missing,https://www.keio.ac.jp/ja/admissions/examinations/international-students/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
267,0,日本大学,bunka_first,2,0,0,0,0,日本大学文理学部 -> no_key_missing || 日本大学文理学部地理学科 -> no_key_missing,https://www.nihon-u.ac.jp/admission_info/application/international/form_download/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
268,0,東京科学大学,bunka_first,3,0,0,0,0,東京科学大学医学部保健衛生学科看護学専攻 -> no_key_missing || 東京科学大学歯学部保健学科・保健衛生専攻 -> no_key_missing || 東京科学大学歯学部保健工学専攻 -> no_key_missing,https://admissions.titech.ac.jp/admissions/admission/admission/international,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
269,0,東京農業大学,bunka_first,1,0,0,0,0,国際食料情報学部 -> no_key_missing,https://www.nodai.ac.jp/admission/info/webentry/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
270,0,立命館大学,bunka_first,4,0,0,0,0,立命館大学スポーツ健康科学部 -> no_key_missing || 立命館大学スポーツ健康科学部スポーツ健康科学科 -> no_key_missing || 立命館大学食マネジメント学部 -> no_key_missing,https://ritsnet.ritsumei.jp/admission/international/abroad.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
271,0,立正大学,bunka_first,1,0,0,0,0,社会福祉学部 -> no_key_missing,https://admissions.ris.ac.jp/admissions/exam_international_student.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
272,0,近畿大学,bunka_first,1,0,0,0,0,経営ビジネス学科 -> no_key_missing,https://www.kindai.ac.jp/campus-life/international-exchange/foreign-student/exam/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
273,0,関西大学,bunka_first,2,0,0,0,0,関西大学総合情報学部 -> no_key_missing || 関西大学総合情報学部総合情報学科 -> no_key_missing,https://www.nyusi.kansai-u.ac.jp/admission/foreigner/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
274,0,青山学院大学,bunka_first,1,0,0,0,0,青山学院大学理工学部経営システム工学科 -> no_key_missing,https://www.aoyama.ac.jp/admission/undergraduate/request/request.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
275,0,駒澤大学,bunka_first,1,0,0,0,0,駒沢大学文学部 -> no_key_missing,https://www.komazawa-u.ac.jp/exam/information/private-expense-forign-student.html,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
276,0,鳴門教育大学,bunka_first,1,0,0,0,0,鳴門教育大学 -> no_key_missing,留学生なし,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
277,0,龍谷大学,bunka_first,1,0,0,0,0,食料農業システム学科 -> no_key_missing,https://www.ryukoku.ac.jp/admission/nyushi/foreign/,先核对外国人留学生学部清单与文科科目要求，再补齐关键日期字段
