school,hensachi,qs,tier,source,note
拓殖大学,52,9999,C级,toshin_hensachi_2026,matched=拓殖大学
拓殖大学北海道短期大学,52,9999,C级,toshin_hensachi_2026,not_found_in_toshin_keep_existing
摂南大学,52,9999,C级,toshin_hensachi_2026,matched=摂南大学
敬和学園大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
敬愛大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
文京学院大学,52,9999,C级,toshin_hensachi_2026,matched=文京学院大学
文化ファッション大学院大学,53,9999,C级,fallback_group,not_found_in_toshin_keep_existing
文化学園大学,54,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
文教大学,61,9999,A级,toshin_hensachi_2026,matched=文教大学
文星芸術大学,53,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
新潟医療福祉大学,50,9999,C级,toshin_hensachi_2026,matched=新潟医療福祉大学
新潟大学,60,9999,A级,toshin_hensachi_2026,matched=新潟大学
新潟工業短期大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
新潟工科大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
新潟産業大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
新潟県立大学,53,9999,C级,fallback_group,not_found_in_toshin_keep_existing
新潟経営大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
新潟食料農業大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
日本体育大学,55,9999,B级,toshin_hensachi_2026,matched=日本体育大学
日本医科大学,70,9999,S级,toshin_hensachi_2026,matched=日本医科大学
日本国際学園大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
日本大学,58,9999,B级,toshin_hensachi_2026,matched=日本大学
日本女子体育大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
日本女子大学,60,9999,A级,toshin_hensachi_2026,matched=日本女子大学
日本工業大学,50,9999,C级,toshin_hensachi_2026,matched=日本工業大学
日本文理大学,47,9999,C级,toshin_hensachi_2026,matched=日本文理大学
日本映画大学,53,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
日本歯科大学,55,9999,B级,toshin_hensachi_2026,matched=日本歯科大学
日本獣医生命科学大学,57,9999,B级,toshin_hensachi_2026,matched=日本獣医生命科学大学
日本社会事業大学,46,9999,C级,toshin_hensachi_2026,matched=日本社会事業大学
日本福祉大学,54,9999,C级,toshin_hensachi_2026,matched=日本福祉大学
日本経済大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
日本薬科大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
早稲田大学,70,181,S级,toshin_hensachi_2026,matched=早稲田大学
旭川医科大学,63,9999,A级,toshin_hensachi_2026,matched=旭川医科大学
旭川大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
旭川市立大学,55,9999,B级,toshin_hensachi_2026,matched=旭川市立大学
明星大学,56,9999,B级,toshin_hensachi_2026,matched=明星大学
明治国際医療大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
明治大学,68,800,S级,toshin_hensachi_2026,matched=明治大学
明治学院大学,62,9999,A级,toshin_hensachi_2026,matched=明治学院大学
明治薬科大学,60,9999,A级,toshin_hensachi_2026,matched=明治薬科大学
明海大学,53,9999,C级,toshin_hensachi_2026,matched=明海大学
星城大学,53,9999,C级,toshin_hensachi_2026,matched=星城大学
星槎道都大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
星薬科大学,62,9999,A级,toshin_hensachi_2026,matched=星薬科大学
昭和大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
昭和女子大学,59,9999,B级,toshin_hensachi_2026,matched=昭和女子大学
昭和薬科大学,58,9999,B级,toshin_hensachi_2026,matched=昭和薬科大学
昭和音楽大学,52,9999,C级,toshin_hensachi_2026,matched=昭和音楽大学
昭和音楽大学短期大学部,52,9999,C级,toshin_hensachi_2026,not_found_in_toshin_keep_existing
朝日大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
札幌医科大学,60,9999,A级,toshin_hensachi_2026,matched=札幌医科大学
札幌国際大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
札幌大学,46,9999,C级,toshin_hensachi_2026,matched=札幌大学
札幌大谷大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
札幌学院大学,50,9999,C级,toshin_hensachi_2026,matched=札幌学院大学
札幌市立大学,56,9999,B级,toshin_hensachi_2026,matched=札幌市立大学
杉野服飾大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
杏林大学,59,9999,B级,toshin_hensachi_2026,matched=杏林大学
東亜大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
東京国際大学,52,9999,C级,toshin_hensachi_2026,matched=東京国際大学
東京国際工科専門職大学,52,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
東京基督教大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
東京外国語大学,67,800,S级,toshin_hensachi_2026,matched=東京外国語大学
東京大学,72,32,S级,toshin_hensachi_2026,matched=東京大学
東京女子大学,59,9999,B级,toshin_hensachi_2026,matched=東京女子大学
東京学芸大学,60,9999,A级,toshin_hensachi_2026,matched=東京学芸大学
東京家政大学,57,9999,B级,toshin_hensachi_2026,matched=東京家政大学
東京家政学院大学,52,9999,C级,toshin_hensachi_2026,matched=東京家政学院大学
東京富士大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
東京工科大学,58,9999,B级,toshin_hensachi_2026,matched=東京工科大学
東京工芸大学,54,9999,C级,toshin_hensachi_2026,matched=東京工芸大学
東京情報大学,52,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
東京慈恵会医科大学,65,9999,S级,toshin_hensachi_2026,matched=東京慈恵会医科大学
東京成徳大学,54,9999,C级,toshin_hensachi_2026,matched=東京成徳大学
東京未来大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
東京歯科大学,63,9999,A级,toshin_hensachi_2026,matched=東京歯科大学
東京海洋大学,62,9999,A级,toshin_hensachi_2026,matched=東京海洋大学
東京理科大学,68,700,S级,toshin_hensachi_2026,matched=東京理科大学
東京福祉大学,44,9999,C级,toshin_hensachi_2026,matched=東京福祉大学
東京科学大学,67,9999,S级,toshin_hensachi_2026,matched=東京科学大学
東京立正短期大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
東京純心大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
東京経営短期大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
東京経済大学,57,9999,B级,toshin_hensachi_2026,matched=東京経済大学
東京芸術大学,57,9999,B级,toshin_hensachi_2026,matched=東京芸術大学
東京薬科大学,59,9999,B级,toshin_hensachi_2026,matched=東京薬科大学
東京農工大学,63,9999,A级,toshin_hensachi_2026,matched=東京農工大学
東京農業大学,56,9999,B级,toshin_hensachi_2026,matched=東京農業大学
東京造形大学,59,9999,B级,toshin_hensachi_2026,matched=東京造形大学
東京都市大学,60,9999,A级,toshin_hensachi_2026,matched=東京都市大学
東京都立大学,64,700,A级,toshin_hensachi_2026,matched=東京都立大学
東京都立産業技術大学院大学,53,9999,C级,fallback_group,not_found_in_toshin_keep_existing
東京電機大学,60,9999,A级,toshin_hensachi_2026,matched=東京電機大学
東京音楽大学,53,9999,C级,toshin_hensachi_2026,matched=東京音楽大学
東北公益文科大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
東北大学,66,107,S级,toshin_hensachi_2026,matched=東北大学
東北学院大学,56,9999,B级,toshin_hensachi_2026,matched=東北学院大学
東北工業大学,52,9999,C级,toshin_hensachi_2026,matched=東北工業大学
東北福祉大学,58,9999,B级,toshin_hensachi_2026,matched=東北福祉大学
東北芸術工科大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
東日本国際大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
東洋大学,60,9999,A级,toshin_hensachi_2026,matched=東洋大学
東洋学園大学,52,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
東洋英和女学院大学,54,9999,C级,toshin_hensachi_2026,matched=東洋英和女学院大学
東海大学,57,9999,B级,toshin_hensachi_2026,matched=東海大学
東海学園大学,49,9999,C级,toshin_hensachi_2026,matched=東海学園大学
東邦大学,55,9999,B级,toshin_hensachi_2026,matched=東邦大学
東邦音楽大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
松山大学,49,9999,C级,toshin_hensachi_2026,matched=松山大学
松本大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
松本歯科大学,51,9999,C级,toshin_hensachi_2026,matched=松本歯科大学
松蔭大学,53,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
桃山学院大学,56,9999,B级,toshin_hensachi_2026,matched=桃山学院大学
桐朋学園大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
桜美林大学,55,9999,B级,toshin_hensachi_2026,matched=桜美林大学
梅光学院大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
梅花女子大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
椙山女学園大学,51,9999,C级,toshin_hensachi_2026,matched=椙山女学園大学
横浜商科大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
横浜国立大学,65,600,S级,toshin_hensachi_2026,matched=横浜国立大学
横浜市立大学,62,9999,A级,toshin_hensachi_2026,matched=横浜市立大学
横浜美術大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
横浜薬科大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
武庫川女子大学,58,9999,B级,toshin_hensachi_2026,matched=武庫川女子大学
武庫川女子大学短期大学部,58,9999,B级,toshin_hensachi_2026,not_found_in_toshin_keep_existing
武蔵大学,62,9999,A级,toshin_hensachi_2026,matched=武蔵大学
武蔵野大学,58,9999,B级,toshin_hensachi_2026,matched=武蔵野大学
武蔵野学院大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
武蔵野美術大学,56,9999,B级,toshin_hensachi_2026,matched=武蔵野美術大学
武蔵野音楽大学,46,9999,C级,toshin_hensachi_2026,matched=武蔵野音楽大学
比治山大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
江戸川大学,55,9999,B级,dynamic_cache,not_found_in_toshin_keep_existing
沖縄国際大学,51,9999,C级,toshin_hensachi_2026,matched=沖縄国際大学
沖縄大学,49,9999,C级,toshin_hensachi_2026,matched=沖縄大学
沖縄県立芸術大学,57,9999,B级,toshin_hensachi_2026,matched=沖縄県立芸術大学
法政大学,66,800,S级,toshin_hensachi_2026,matched=法政大学
洗足学園音楽大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
津田塾大学,61,9999,A级,toshin_hensachi_2026,matched=津田塾大学
活水女子大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
流通科学大学,52,9999,C级,toshin_hensachi_2026,matched=流通科学大学
流通経済大学,53,9999,C级,toshin_hensachi_2026,matched=流通経済大学
浦和大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
淑徳大学,49,9999,C级,toshin_hensachi_2026,matched=淑徳大学
清泉女子大学,58,9999,B级,toshin_hensachi_2026,matched=清泉女子大学
湘南工科大学,54,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
滋賀大学,63,9999,A级,toshin_hensachi_2026,matched=滋賀大学
滋賀県立大学,59,9999,B级,toshin_hensachi_2026,matched=滋賀県立大学
熊本大学,58,9999,B级,toshin_hensachi_2026,matched=熊本大学
熊本学園大学,48,9999,C级,toshin_hensachi_2026,matched=熊本学園大学
熊本県立大学,57,9999,B级,toshin_hensachi_2026,matched=熊本県立大学
独協医科大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
独協大学,57,9999,B级,dynamic_cache,not_found_in_toshin_keep_existing
玉川大学,58,9999,B级,toshin_hensachi_2026,matched=玉川大学
琉球大学,56,9999,B级,toshin_hensachi_2026,matched=琉球大学
環太平洋大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
産業能率大学,58,9999,B级,toshin_hensachi_2026,matched=産業能率大学
甲南大学,58,9999,B级,toshin_hensachi_2026,matched=甲南大学
甲南女子大学,54,9999,C级,toshin_hensachi_2026,matched=甲南女子大学
白鴎大学,55,9999,B级,toshin_hensachi_2026,matched=白鴎大学
盛岡大学,50,9999,C级,toshin_hensachi_2026,matched=盛岡大学
目白大学,55,9999,B级,toshin_hensachi_2026,matched=目白大学
相愛大学,47,9999,C级,toshin_hensachi_2026,matched=相愛大学
県立広島大学,56,500,B级,toshin_hensachi_2026,matched=県立広島大学
石川県立大学,56,9999,B级,toshin_hensachi_2026,matched=石川県立大学
神奈川大学,53,9999,C级,toshin_hensachi_2026,matched=神奈川大学
神奈川工科大学,55,9999,B级,toshin_hensachi_2026,matched=神奈川工科大学
神奈川歯科大学,58,9999,B级,dynamic_cache,not_found_in_toshin_keep_existing
神奈川歯科大学短期大学部,58,9999,B级,dynamic_cache,not_found_in_toshin_keep_existing
神奈川県立保健福祉大学,60,9999,A级,toshin_hensachi_2026,matched=神奈川県立保健福祉大学
神戸医療未来大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
神戸医療福祉大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
神戸国際大学,53,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
神戸大学,65,400,S级,toshin_hensachi_2026,matched=神戸大学
神戸女子大学,57,9999,B级,toshin_hensachi_2026,matched=神戸女子大学
神戸女学院大学,55,9999,B级,toshin_hensachi_2026,matched=神戸女学院大学
神戸学院大学,52,9999,C级,toshin_hensachi_2026,matched=神戸学院大学
神戸山手大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
神戸市外国語大学,65,9999,S级,toshin_hensachi_2026,matched=神戸市外国語大学
神戸常盤大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
神戸情報大学院大学,53,9999,C级,fallback_group,not_found_in_toshin_keep_existing
神戸芸術工科大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
神戸親和大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
神戸親和女子大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
神田外語大学,58,9999,B级,toshin_hensachi_2026,matched=神田外語大学
福井大学,58,9999,B级,toshin_hensachi_2026,matched=福井大学
福井工業大学,52,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
福井県立大学,57,9999,B级,toshin_hensachi_2026,matched=福井県立大学
福山大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
福山市立大学,56,9999,B级,toshin_hensachi_2026,matched=福山市立大学
福山平成大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
福岡大学,55,9999,B级,toshin_hensachi_2026,matched=福岡大学
福岡女子大学,58,9999,B级,toshin_hensachi_2026,matched=福岡女子大学
福岡女学院大学,48,9999,C级,toshin_hensachi_2026,matched=福岡女学院大学
福岡女学院大学短期大学部,48,9999,C级,toshin_hensachi_2026,not_found_in_toshin_keep_existing
福岡工業大学,52,9999,C级,toshin_hensachi_2026,matched=福岡工業大学
福岡工業大学短期大学部,52,9999,C级,toshin_hensachi_2026,not_found_in_toshin_keep_existing
福岡教育大学,57,9999,B级,toshin_hensachi_2026,matched=福岡教育大学
福島大学,56,9999,B级,toshin_hensachi_2026,matched=福島大学
秀明大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
秋田公立美術大学,58,9999,B级,toshin_hensachi_2026,matched=秋田公立美術大学
秋田大学,56,9999,B级,toshin_hensachi_2026,matched=秋田大学
稚内北星学園大学,55,9999,B级,toshin_hensachi_2026,not_found_in_toshin_keep_existing
種智院大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
立命館アジア太平洋大学,63,9999,A级,toshin_hensachi_2026,matched=立命館アジア太平洋大学
立命館大学,65,1000,S级,toshin_hensachi_2026,matched=立命館大学
立教大学,68,800,S级,toshin_hensachi_2026,matched=立教大学
立正大学,57,9999,B级,toshin_hensachi_2026,matched=立正大学
第一工業大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
第一工科大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
筑波大学,65,377,S级,toshin_hensachi_2026,matched=筑波大学
筑波学院大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
筑紫女学園大学,44,9999,C级,toshin_hensachi_2026,matched=筑紫女学園大学
美作大学短期大学部,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
群馬大学,58,9999,B级,toshin_hensachi_2026,matched=群馬大学
群馬県立女子大学,62,9999,A级,toshin_hensachi_2026,matched=群馬県立女子大学
羽衣国際大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
聖学院大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
聖徳大学,53,9999,C级,toshin_hensachi_2026,matched=聖徳大学
聖心女子大学,54,9999,C级,toshin_hensachi_2026,matched=聖心女子大学
聖泉大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
育英館大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
至誠館大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
芝浦工業大学,63,9999,A级,toshin_hensachi_2026,matched=芝浦工業大学
芦屋大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
花園大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
茨城大学,59,9999,B级,toshin_hensachi_2026,matched=茨城大学
西南女学院大学,45,9999,C级,toshin_hensachi_2026,matched=西南女学院大学
西南学院大学,60,9999,A级,toshin_hensachi_2026,matched=西南学院大学
西日本工業大学,50,9999,C级,toshin_hensachi_2026,not_found_in_toshin_keep_existing
西日本短期大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
西武文理大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
諏訪東京理科大学,60,700,A级,fallback_non_toshin,not_found_in_toshin_keep_existing
豊橋創造大学,56,9999,B级,toshin_hensachi_2026,matched=豊橋創造大学
豊橋技術科学大学,58,9999,B级,toshin_hensachi_2026,matched=豊橋技術科学大学
足利大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
跡見学園女子大学,46,9999,C级,toshin_hensachi_2026,matched=跡見学園女子大学
身延山大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
近畿大学,58,9999,B级,toshin_hensachi_2026,matched=近畿大学
追手門学院大学,54,9999,C级,toshin_hensachi_2026,matched=追手門学院大学
都留文科大学,64,9999,A级,toshin_hensachi_2026,matched=都留文科大学
酪農学園大学,55,9999,B级,toshin_hensachi_2026,matched=酪農学園大学
金城学院大学,54,9999,C级,toshin_hensachi_2026,matched=金城学院大学
金沢大学,61,600,A级,toshin_hensachi_2026,matched=金沢大学
金沢工業大学,53,9999,C级,toshin_hensachi_2026,matched=金沢工業大学
金沢美術工芸大学,58,9999,B级,toshin_hensachi_2026,matched=金沢美術工芸大学
鈴鹿医療科学大学,56,9999,B级,toshin_hensachi_2026,matched=鈴鹿医療科学大学
鈴鹿大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
鎮西学院大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
長岡技術科学大学,55,9999,B级,toshin_hensachi_2026,matched=長岡技術科学大学
長岡造形大学,59,9999,B级,toshin_hensachi_2026,matched=長岡造形大学
長崎ウエスレヤン大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
長崎国際大学,44,9999,C级,toshin_hensachi_2026,matched=長崎国際大学
長崎外国語大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
長崎大学,58,9999,B级,toshin_hensachi_2026,matched=長崎大学
長崎県立大学,56,9999,B级,toshin_hensachi_2026,matched=長崎県立大学
長崎総合科学大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
長浜バイオ大学,56,9999,B级,toshin_hensachi_2026,matched=長浜バイオ大学
長野大学,63,9999,A级,toshin_hensachi_2026,matched=長野大学
長野県立大学,60,9999,A级,toshin_hensachi_2026,matched=長野県立大学
開志専門職大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
開智国際大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
関東学園大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
関東学院大学,55,9999,B级,toshin_hensachi_2026,matched=関東学院大学
関西医科大学,60,9999,A级,toshin_hensachi_2026,matched=関西医科大学
関西国際大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
関西外国語大学,58,9999,B级,toshin_hensachi_2026,matched=関西外国語大学
関西大学,65,1000,S级,toshin_hensachi_2026,matched=関西大学
関西学院大学,64,1000,A级,toshin_hensachi_2026,matched=関西学院大学
阪南大学,55,9999,B级,toshin_hensachi_2026,matched=阪南大学
電気通信大学,63,9999,A级,toshin_hensachi_2026,matched=電気通信大学
青山学院大学,67,800,S级,toshin_hensachi_2026,matched=青山学院大学
青森中央学院大学,52,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
青森公立大学,55,9999,B级,toshin_hensachi_2026,matched=青森公立大学
青森大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
静岡大学,60,9999,A级,toshin_hensachi_2026,matched=静岡大学
静岡文化芸術大学,62,9999,A级,toshin_hensachi_2026,matched=静岡文化芸術大学
静岡理工科大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
静岡産業大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
静岡県立大学,61,9999,A级,toshin_hensachi_2026,matched=静岡県立大学
静岡県立農林環境専門職大学,55,9999,B级,toshin_hensachi_2026,matched=静岡県立農林環境専門職大学
静岡英和学院大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
静岡英和学院大学短期大学部,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
順天堂大学,61,9999,A级,toshin_hensachi_2026,matched=順天堂大学
香川大学,58,9999,B级,toshin_hensachi_2026,matched=香川大学
香川短期大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
香蘭女子短期大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
駒沢大学,59,9999,B级,toshin_hensachi_2026,matched=駒澤大学
駒沢女子大学,53,9999,C级,toshin_hensachi_2026,matched=駒沢女子大学
駿河台大学,54,9999,C级,toshin_hensachi_2026,matched=駿河台大学
高千穂大学,51,9999,C级,toshin_hensachi_2026,matched=高千穂大学
高山自動車短期大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
高岡法科大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
高崎健康福祉大学,51,9999,C级,toshin_hensachi_2026,matched=高崎健康福祉大学
高崎商科大学,51,9999,C级,dynamic_cache,not_found_in_toshin_keep_existing
高崎経済大学,60,9999,A级,toshin_hensachi_2026,matched=高崎経済大学
高松大学,44,9999,C级,toshin_hensachi_2026,matched=高松大学
高知大学,57,9999,B级,toshin_hensachi_2026,matched=高知大学
高知県立大学,56,9999,B级,toshin_hensachi_2026,matched=高知県立大学
高野山大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
鳥取大学,56,9999,B级,toshin_hensachi_2026,matched=鳥取大学
鳴門教育大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
鶴見大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
鹿児島国際大学,52,9999,C级,fallback_group,not_found_in_toshin_keep_existing
鹿児島大学,56,9999,B级,toshin_hensachi_2026,matched=鹿児島大学
鹿屋体育大学,57,9999,B级,toshin_hensachi_2026,matched=鹿屋体育大学
麗澤大学,53,9999,C级,toshin_hensachi_2026,matched=麗澤大学
麻布大学,60,9999,A级,toshin_hensachi_2026,matched=麻布大学
龍谷大学,56,9999,B级,toshin_hensachi_2026,matched=龍谷大学
